t,event,task,x,y,deadline,note,phi1_bool,phi1_rob,phi2_bool,phi2_rob,phi3_bool,phi3_rob,phi_all_bool,phi_all_rob,speed,vmax
13.617,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.63s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.670,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.68s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.720,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.73s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.775,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.78s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.826,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.84s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.880,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.89s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.935,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=13.94s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
13.990,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.00s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.045,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.05s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.101,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.11s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.156,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.16s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.211,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.22s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.261,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.27s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.314,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.32s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.369,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.38s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.424,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.43s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.479,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.49s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.531,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.54s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.585,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.59s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.635,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.64s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.692,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.70s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.747,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.76s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.802,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.81s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.857,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.87s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.911,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.92s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
14.966,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=14.97s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.021,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.03s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.076,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.09s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.128,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.14s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.183,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.19s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.235,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.24s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.290,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.30s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.345,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.35s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.400,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.41s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.455,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.46s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.506,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.52s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.561,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.57s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.617,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.63s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.670,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.68s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.725,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.73s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.778,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.79s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.833,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.84s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.886,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.90s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.939,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=15.95s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
15.994,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.00s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.049,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.06s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.104,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.11s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.156,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.16s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.211,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.22s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.262,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.27s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.316,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.33s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.370,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.38s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.423,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.43s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.478,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.49s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.533,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.54s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.586,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.60s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.642,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.65s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.694,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.70s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.749,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.76s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.804,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.81s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.857,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.87s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.908,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.92s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
16.961,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=16.97s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.015,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.02s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.069,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.08s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.121,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.13s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.176,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.18s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.231,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.24s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.285,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.29s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.340,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.35s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.395,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.40s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.449,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.46s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.504,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.51s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.560,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.57s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.610,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.62s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.661,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.67s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.715,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.72s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.770,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.78s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.825,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.83s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.878,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.89s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.933,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=17.94s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
17.988,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.00s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.044,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.05s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.095,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.10s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.150,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.16s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.204,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.21s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.255,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.26s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.307,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.32s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.360,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.37s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.414,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.42s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.466,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.48s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.520,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.53s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.573,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.58s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.628,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.64s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.683,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.69s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.737,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.75s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.792,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.80s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.848,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.86s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.899,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.91s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
18.954,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=18.96s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.009,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.02s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.064,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.07s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.119,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.13s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.170,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.18s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.225,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.23s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.278,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.29s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.333,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.34s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.387,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.40s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.438,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.45s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.492,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.50s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.548,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.56s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.603,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.61s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.658,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.67s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.711,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.72s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.766,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.78s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.820,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.83s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.875,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.88s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.930,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.94s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
19.985,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=19.99s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.200
20.036,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.05s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.300
20.091,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.10s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.300
20.145,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.15s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.300
20.200,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.21s),1,0.0500,0,-2.2121,1,0.2000,0,-2.2121,0.000,0.300
20.255,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.26s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
20.310,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.32s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
20.362,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.37s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
20.417,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.43s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
20.471,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.48s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
20.523,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.53s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
20.578,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.59s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
20.633,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.64s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
20.685,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.69s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
20.740,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.75s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
20.795,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.80s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
20.848,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.86s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
20.900,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.91s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
20.955,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=20.96s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.011,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.02s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.065,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.07s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.120,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.13s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.174,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.18s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.229,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.24s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.284,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.29s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.339,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.35s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.394,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.40s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.445,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.45s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.500,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.51s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.552,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.56s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.604,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.61s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.656,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.67s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.711,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.72s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.767,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.78s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.821,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.83s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.875,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.88s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.927,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.94s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
21.982,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=21.99s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.035,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.04s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.091,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.10s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.144,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.15s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.194,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.20s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.250,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.26s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.300,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.31s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.352,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.36s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.408,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.42s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.458,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.47s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
